date,us_credit_qoq_growth,us_sp500_log_ret,us_vix_log_ret,us_bond_yield_10y,us_oil_yoy,us_reer_diff,us_gdp_yoy_growth,us_cpi,us_unemployment,us_consumer_confidence,us_house_price_yoy,us_indprod_yoy
2026-03-31,0.7988467,0.015617436381373624,0.04609289270657119,4.117406075689267,-4.950447739711118,0.14911388348817267,2.1835117,2.8890701577012083,4.724854231879231,100.475136,-1.294103220885152,1.5864477654967823
2026-06-30,0.86683536,0.014978291646195865,-0.02123866489823717,4.148768308574643,3.6381014507226013,0.1492729486065787,2.122606,2.911246316108977,4.952357159507156,100.66539,-1.1121693735941987,1.6360225733494316
2026-09-30,1.0580267,0.018305287933853314,0.02411126406727776,4.176011084962165,10.991930652334279,0.1491214070188127,2.129373,2.8189338563075417,5.472912812041758,100.69014,-0.7938757740141502,1.6360225733494316
2026-12-31,1.1197723,0.021325630575560587,0.0011861667634627537,4.241293354691558,17.56584137561703,0.14912136089116235,1.9477171,3.0380304112360226,5.99124162920413,100.84652,-0.5952712127208877,1.6360225733494316
2027-03-31,0.910654,0.013846718736220284,0.014875048142683617,4.27448791884874,16.17450360231087,0.14912138598768854,2.3314834,3.032758122609194,6.260158705188003,100.87004,-0.39476879043839674,1.6360225733494316
2027-06-30,1.0975566,0.01516659973654501,0.007802075584383478,4.3117693037684806,16.036615790814096,0.14912138599860358,2.4938562,3.076908774037351,6.494534614817586,100.82609,-0.27133902544227007,1.6360225733494316
2027-09-30,1.1311411,0.018051689551100984,0.011780517315085393,4.346246560447919,11.376794656313365,0.1491213859944498,2.6411033,3.198182644963027,6.520779016816516,100.840576,-0.14198014581374863,1.6360225733494316
2027-12-31,0.82909536,0.018567928391869094,0.009667997300453562,4.3778786530477225,11.228217515440974,0.14912138599444602,2.7274058,3.1831459574728584,6.364451773798098,100.932076,0.1102135242254787,1.6360225733494316
2028-03-31,1.2779894,0.01857944603943645,0.010827190447131152,4.404749107449732,11.149917393205248,0.1491213859944478,2.858373,3.2409292274717387,6.191915051778288,100.855156,0.37817668789882863,1.6360225733494316
2028-06-30,1.0573208,0.018322491075858552,0.010203445193264188,4.435030927242275,9.69647600343598,0.1491213859944478,3.0291255,3.2885144293830204,5.792571622821625,100.68011,0.6450339822859135,1.6360225733494316
2028-09-30,1.0379184,0.01818452891183351,0.010542766526750014,4.463992713529429,10.069607948963863,0.1491213859944478,3.103405,3.2871988419454885,5.662536031924734,100.412796,0.8978067079206637,1.6360225733494316
2028-12-31,0.8844194,0.018565938275689132,0.010359310328657279,4.49218097251364,8.246462087907743,0.1491213859944478,2.9237354,3.335547400011686,5.6449439881025425,100.31344,1.0724980569260134,1.6360225733494316
2029-03-31,0.83931744,0.018496725373089794,0.010458835581084402,4.520487782948604,6.869332828077294,0.1491213859944478,2.6566505,3.3557893508583065,5.4790473940275435,100.21743,1.2110335272871842,1.6360225733494316
2029-06-30,1.0020177,0.018336587891255498,0.010404944427555185,4.548708433803016,6.287004276830901,0.1491213859944478,2.2326596,3.3693209019932504,5.454975563325565,100.26608,1.335205699275928,1.6360225733494316
2029-09-30,0.817816,0.018303056305534186,0.01043415557038238,4.57586007583692,6.363861461309012,0.1491213859944478,2.0845184,3.4028895655418894,5.4090654428904426,100.42821,1.432080935988758,1.6360225733494316
2029-12-31,1.0267525,0.01830426181174287,0.01041833087508881,4.602664609021874,7.142475097050197,0.1491213859944478,2.084106,3.4142433892804314,5.203518406082219,100.6019,1.5250967727795826,1.6360225733494316
2030-03-31,0.90676963,0.018322132258265986,0.010426906291330473,4.629060520462504,7.805900459123806,0.1491213859944478,1.8801492,3.4313782616555866,5.147640867977051,100.4955,1.6023172355775968,1.6360225733494316
2030-06-30,0.95948726,0.018328609865943587,0.010422260040354347,4.654835709924415,8.533836539450855,0.1491213859944478,1.9660269,3.451471034299929,5.100286320542202,100.57125,1.648575895051263,1.6360225733494316
2030-09-30,0.9096597,0.0183090575788303,0.01042477765616412,4.680097221305955,8.572398612153082,0.1491213859944478,2.3690867,3.4601360541503396,5.083049039702985,100.51751,1.677790315575125,1.6360225733494316
2030-12-31,0.8425634,0.018312707896418715,0.010423413528897502,4.704976029899795,8.4585630266894,0.1491213859944478,2.4181306,3.4749915873217505,5.108383800775246,100.514084,1.6876182413901089,1.6360225733494316
